퍼즐 보드 ID,배열 정보,스포너 위치,예비 배열
4010,-4:2:0:Lavender|-4:1:0:Lavender|-3:0:0:Lavender|-3:-1:0:Lavender|-2:-2:0:Lavender|-2:-3:0:Lavender|-1:-4:0:Lavender|-1:-5:0:Lavender|-4:0:0:Strawberry|-4:-1:0:Strawberry|-3:-2:0:Strawberry|-3:-3:0:Strawberry|-2:-4:0:Strawberry|-2:-5:0:Strawberry|-4:-2:0:Cheese|-4:-3:0:Cheese|-3:-4:0:Cheese|-3:-5:0:Cheese|-4:-4:0:Blueberry|-4:-5:0:Blueberry|-3:2:0:Chocolate|-3:1:0:Chocolate|-2:0:0:Chocolate|-2:-1:0:Chocolate|-1:-2:0:Chocolate|-1:-3:0:Chocolate|0:-4:0:Chocolate|0:-5:0:Chocolate|-2:2:0:Blueberry|-2:1:0:Blueberry|-1:0:0:Blueberry|-1:-1:0:Blueberry|0:-2:0:Blueberry|0:-3:0:Blueberry|1:-4:0:Blueberry|1:-5:0:Blueberry|-1:2:0:Cheese|-1:1:0:Cheese|0:0:0:Cheese|0:-1:0:Cheese|1:-2:0:Cheese|1:-3:0:Cheese|2:-4:0:Cheese|2:-5:0:Cheese|0:2:0:Strawberry|0:1:0:Strawberry|1:0:0:Strawberry|1:-1:0:Strawberry|2:-2:0:Strawberry|2:-3:0:Strawberry|3:-4:0:Strawberry|3:-5:0:Strawberry|1:2:0:Lavender|1:1:0:Lavender|2:0:0:Lavender|2:-1:0:Lavender|3:-2:0:Lavender|3:-3:0:Lavender|2:2:0:Chocolate|2:1:0:Chocolate|3:0:0:Chocolate|3:-1:0:Chocolate|3:2:0:Blueberry|3:1:0:Blueberry|,-4:3:0|-3:3:0|-2:3:0|-1:3:0|0:3:0|2:3:0|3:3:0|1:3:0|,
4011,-4:2:0:Lavender|-3:1:0:Lavender|1:2:0:Lavender|2:2:0:Lavender|3:1:0:Lavender|3:0:0:Lavender|-4:-3:0:Lavender|-4:-4:0:Lavender|-3:-5:0:Lavender|-2:-5:0:Lavender|-3:2:0:Cheese|-2:2:0:Cheese|-4:1:0:Cheese|-4:0:0:Cheese|-1:1:0:Cheese|0:1:0:Cheese|1:0:0:Cheese|0:-1:0:Cheese|2:-1:0:Cheese|2:-2:0:Cheese|-2:-1:0:Cheese|-2:-2:0:Cheese|-1:-4:0:Cheese|0:-4:0:Cheese|2:-4:0:Cheese|3:-5:0:Cheese|3:-4:0:Blueberry|2:-5:0:Blueberry|1:-5:0:Blueberry|3:-3:0:Blueberry|0:-2:0:Blueberry|-1:-2:0:Blueberry|-3:-1:0:Blueberry|-3:-2:0:Blueberry|-2:1:0:Blueberry|0:0:0:Blueberry|-1:0:0:Blueberry|1:1:0:Blueberry|-1:2:0:Chocolate|0:2:0:Chocolate|-2:0:0:Chocolate|-1:-1:0:Chocolate|-4:-1:0:Chocolate|-4:-2:0:Chocolate|-4:-5:0:Chocolate|-3:-4:0:Chocolate|-1:-5:0:Chocolate|0:-5:0:Chocolate|-1:-3:0:Chocolate|0:-3:0:Chocolate|1:-1:0:Chocolate|1:-2:0:Chocolate|3:-1:0:Chocolate|3:-2:0:Chocolate|3:2:0:Strawberry|2:1:0:Strawberry|2:0:0:Strawberry|-3:0:0:Strawberry|-3:-3:0:Strawberry|-2:-4:0:Strawberry|-2:-3:0:Blueberry|2:-3:0:Strawberry|1:-4:0:Strawberry|1:-3:0:Blueberry|,-4:3:0|-3:3:0|-2:3:0|-1:3:0|0:3:0|1:3:0|2:3:0|3:3:0|,
4012,-3:2:0:Blueberry|-4:2:0:Blueberry|-4:1:0:Blueberry|0:-5:0:Blueberry|1:-4:0:Blueberry|2:-3:0:Blueberry|3:-2:0:Blueberry|-3:-2:0:Blueberry|-2:-1:0:Blueberry|-1:0:0:Blueberry|0:1:0:Blueberry|-4:0:0:Strawberry|-2:1:0:Lavender|-2:2:0:Strawberry|-3:1:0:Strawberry|-4:-1:0:Lavender|-3:0:0:Lavender|-1:2:0:Lavender|3:-4:0:Lavender|3:-5:0:Lavender|2:-5:0:Lavender|1:-5:0:Strawberry|2:-4:0:Strawberry|3:-3:0:Strawberry|1:-3:0:Strawberry|-4:-3:0:Strawberry|-3:-4:0:Strawberry|-2:-5:0:Strawberry|1:2:0:Strawberry|2:1:0:Strawberry|3:0:0:Strawberry|1:0:0:Strawberry|0:-1:0:Strawberry|-1:-2:0:Strawberry|-2:-3:0:Strawberry|-4:-2:0:Chocolate|-3:-3:0:Chocolate|-2:-4:0:Chocolate|-1:-5:0:Chocolate|0:2:0:Cheese|1:1:0:Cheese|2:0:0:Cheese|3:-1:0:Cheese|-1:1:0:Chocolate|0:0:0:Chocolate|1:-1:0:Chocolate|2:-2:0:Chocolate|-1:-1:0:Chocolate|0:-2:0:Chocolate|-3:-1:0:Cheese|-2:-2:0:Cheese|-1:-3:0:Cheese|0:-4:0:Cheese|-1:-4:0:Lavender|0:-3:0:Lavender|1:-2:0:Lavender|2:-1:0:Lavender|-2:0:0:Strawberry|-4:-4:0:Cheese|-4:-5:0:Cheese|-3:-5:0:Cheese|2:2:0:Chocolate|3:2:0:Chocolate|3:1:0:Chocolate|,-4:3:0|-3:3:0|-2:3:0|-1:3:0|0:3:0|1:3:0|2:3:0|3:3:0|,
4013,-4:2:0:Chocolate|-3:1:0:Chocolate|-2:0:0:Chocolate|-3:-1:0:Chocolate|-3:-2:0:Chocolate|-2:-3:0:Chocolate|-1:-4:0:Chocolate|0:-4:0:Chocolate|1:-3:0:Chocolate|2:-2:0:Chocolate|2:-1:0:Chocolate|1:0:0:Chocolate|0:1:0:Chocolate|-1:1:0:Chocolate|2:1:0:Chocolate|3:2:0:Chocolate|2:-4:0:Chocolate|3:-5:0:Chocolate|-4:-5:0:Chocolate|-3:-5:0:Blueberry|-3:-4:0:Chocolate|-4:-3:0:Blueberry|-4:-4:0:Blueberry|-2:-5:0:Blueberry|1:2:0:Blueberry|2:2:0:Blueberry|3:1:0:Blueberry|3:0:0:Blueberry|3:-3:0:Cheese|3:-4:0:Cheese|1:-5:0:Cheese|2:-5:0:Cheese|-4:1:0:Cheese|-3:2:0:Cheese|-2:2:0:Cheese|-4:0:0:Cheese|-1:2:0:Strawberry|-2:1:0:Lavender|-3:0:0:Lavender|-4:-1:0:Strawberry|0:-5:0:Strawberry|1:-4:0:Lavender|2:-3:0:Lavender|3:-2:0:Strawberry|-2:-4:0:Lavender|-1:-3:0:Lavender|0:-3:0:Lavender|1:-2:0:Lavender|1:-1:0:Lavender|2:0:0:Lavender|1:1:0:Lavender|0:0:0:Lavender|-1:0:0:Lavender|-2:-1:0:Lavender|-2:-2:0:Lavender|-3:-3:0:Lavender|-4:-2:0:Strawberry|0:2:0:Strawberry|-1:-1:0:Strawberry|0:-2:0:Strawberry|-1:-2:0:Cheese|0:-1:0:Cheese|-1:-5:0:Strawberry|3:-1:0:Strawberry|,-4:3:0|-3:3:0|-2:3:0|-1:3:0|0:3:0|1:3:0|2:3:0|3:3:0|,
4014,-4:2:0:Chocolate|3:2:0:Chocolate|0:-5:0:Chocolate|1:-5:0:Cheese|2:-4:0:Cheese|2:-5:0:Lavender|1:-4:0:Chocolate|2:-3:0:Chocolate|3:-2:0:Chocolate|-1:-5:0:Chocolate|-3:-3:0:Chocolate|-2:-1:0:Chocolate|-1:-2:0:Chocolate|0:-3:0:Chocolate|0:-1:0:Chocolate|1:0:0:Chocolate|2:-1:0:Chocolate|-1:-4:0:Strawberry|0:-4:0:Strawberry|1:-3:0:Strawberry|2:-2:0:Strawberry|3:-1:0:Strawberry|3:0:0:Strawberry|2:1:0:Strawberry|1:1:0:Strawberry|-1:0:0:Strawberry|0:0:0:Strawberry|-2:1:0:Strawberry|-3:1:0:Strawberry|-4:0:0:Strawberry|-4:-1:0:Strawberry|-3:-2:0:Strawberry|-2:-3:0:Strawberry|-4:-2:0:Blueberry|-3:-1:0:Blueberry|-2:0:0:Blueberry|-1:1:0:Blueberry|0:2:0:Blueberry|-3:2:0:Blueberry|2:2:0:Blueberry|2:0:0:Blueberry|-2:-4:0:Blueberry|-1:-3:0:Blueberry|0:-2:0:Blueberry|1:-1:0:Blueberry|-4:-3:0:Cheese|-3:-4:0:Cheese|-2:-5:0:Cheese|3:-3:0:Cheese|3:-5:0:Cheese|-3:-5:0:Lavender|-4:-4:0:Blueberry|3:-4:0:Blueberry|-4:-5:0:Cheese|-4:1:0:Lavender|-2:2:0:Cheese|-1:2:0:Cheese|0:1:0:Cheese|1:2:0:Cheese|3:1:0:Lavender|-2:-2:0:Lavender|-1:-1:0:Lavender|1:-2:0:Lavender|-3:0:0:Cheese|,-4:3:0|-3:3:0|-2:3:0|-1:3:0|0:3:0|1:3:0|2:3:0|3:3:0|,
4015,-3:2:0:DonutBag|-4:2:0:DonutBag|-4:1:0:DonutBag|-4:-4:0:DonutBag|-4:-5:0:DonutBag|-3:-5:0:DonutBag|2:-5:0:DonutBag|3:-5:0:DonutBag|3:-4:0:DonutBag|2:2:0:DonutBag|3:2:0:DonutBag|3:1:0:DonutBag|-2:2:0:Lavender|-1:2:0:Lavender|1:2:0:Lavender|-3:-4:0:Lavender|-2:-4:0:Lavender|0:-4:0:Lavender|-1:-5:0:Strawberry|0:-5:0:Strawberry|-2:-3:0:Strawberry|-1:-2:0:Strawberry|0:-2:0:Strawberry|1:-1:0:Strawberry|2:-2:0:Strawberry|2:1:0:Strawberry|1:1:0:Strawberry|-4:-1:0:Strawberry|-3:-1:0:Strawberry|-2:0:0:Strawberry|-4:0:0:Cheese|-3:0:0:Cheese|-2:1:0:Cheese|-1:-1:0:Cheese|0:-1:0:Cheese|2:-1:0:Cheese|3:-1:0:Cheese|3:0:0:Cheese|3:-3:0:Cheese|1:-3:0:Cheese|0:-3:0:Cheese|3:-2:0:Blueberry|2:-3:0:Blueberry|2:-4:0:Blueberry|-1:-3:0:Blueberry|-1:-4:0:Blueberry|-2:-5:0:Blueberry|-4:-2:0:Blueberry|-3:-2:0:Blueberry|-2:-1:0:Blueberry|-1:0:0:Blueberry|1:0:0:Blueberry|2:0:0:Blueberry|0:0:0:Strawberry|-3:1:0:Chocolate|0:1:0:Chocolate|-1:1:0:Chocolate|0:2:0:Blueberry|-2:-2:0:Chocolate|-3:-3:0:Chocolate|-4:-3:0:Chocolate|1:-2:0:Chocolate|1:-4:0:Chocolate|1:-5:0:Chocolate|,-4:3:0|-3:3:0|-2:3:0|-1:3:0|0:3:0|1:3:0|2:3:0|3:3:0|,
4016,-3:2:0:DonutBag|-4:2:0:DonutBag|-4:1:0:DonutBag|-4:-4:0:DonutBag|-4:-5:0:DonutBag|-3:-5:0:DonutBag|2:-5:0:DonutBag|3:-5:0:DonutBag|3:-4:0:DonutBag|3:1:0:DonutBag|3:2:0:DonutBag|2:2:0:DonutBag|-3:1:0:Strawberry|-2:0:0:Strawberry|-1:-1:0:Strawberry|0:-2:0:Strawberry|1:-3:0:Strawberry|2:-4:0:Strawberry|-3:-4:0:Strawberry|-2:-3:0:Strawberry|1:0:0:Strawberry|2:1:0:Strawberry|-1:2:0:Strawberry|0:2:0:Strawberry|1:2:0:Lavender|-1:-5:0:Strawberry|0:-5:0:Strawberry|3:-1:0:Strawberry|3:-2:0:Strawberry|-4:-1:0:Strawberry|-4:-2:0:Strawberry|-2:2:0:Lavender|-2:-5:0:Cheese|1:-5:0:Cheese|3:-3:0:Cheese|3:0:0:Lavender|-4:0:0:Lavender|-4:-3:0:Cheese|-3:0:0:Lavender|-3:-3:0:Cheese|2:0:0:Lavender|2:-3:0:Cheese|0:-3:0:Cheese|-1:-3:0:Cheese|-1:0:0:Lavender|0:0:0:Lavender|-1:-2:0:Blueberry|0:-1:0:Blueberry|1:-1:0:Blueberry|2:-2:0:Blueberry|-2:-2:0:Blueberry|-3:-1:0:Blueberry|-2:1:0:Blueberry|1:1:0:Blueberry|-2:-4:0:Blueberry|1:-4:0:Blueberry|-1:1:0:Chocolate|0:1:0:Chocolate|-2:-1:0:Chocolate|2:-1:0:Chocolate|-3:-2:0:Chocolate|1:-2:0:Chocolate|-1:-4:0:Chocolate|0:-4:0:Chocolate|,-4:3:0|-3:3:0|-2:3:0|-1:3:0|0:3:0|1:3:0|2:3:0|3:3:0|,
4017,-4:2:0:DonutBag|-4:1:0:DonutBag|-3:2:0:DonutBag|-4:-4:0:DonutBag|-4:-5:0:DonutBag|-3:-5:0:DonutBag|2:-5:0:DonutBag|3:-5:0:DonutBag|3:-4:0:DonutBag|3:1:0:DonutBag|3:2:0:DonutBag|2:2:0:DonutBag|-1:-1:0:Lavender|0:-1:0:Lavender|-3:1:0:Lavender|-2:1:0:Lavender|1:1:0:Lavender|2:1:0:Lavender|3:-3:0:Lavender|2:-4:0:Lavender|1:-5:0:Lavender|-2:-5:0:Lavender|-3:-4:0:Lavender|-4:-3:0:Lavender|-1:-5:0:Cheese|0:-5:0:Cheese|-1:1:0:Cheese|0:1:0:Cheese|-4:-2:0:Blueberry|-3:-3:0:Blueberry|-2:-4:0:Blueberry|1:-4:0:Blueberry|2:-3:0:Blueberry|3:-2:0:Blueberry|3:0:0:Blueberry|-4:0:0:Blueberry|-2:2:0:Blueberry|1:2:0:Blueberry|-1:2:0:Strawberry|0:2:0:Strawberry|-4:-1:0:Strawberry|-3:-1:0:Strawberry|-3:0:0:Strawberry|2:0:0:Strawberry|2:-1:0:Strawberry|3:-1:0:Strawberry|-1:0:0:Blueberry|0:0:0:Blueberry|-3:-2:0:Chocolate|-2:-1:0:Chocolate|-2:0:0:Chocolate|-1:-4:0:Chocolate|0:-3:0:Chocolate|1:-3:0:Chocolate|0:-2:0:Cheese|-1:-2:0:Cheese|-2:-3:0:Cheese|-2:-2:0:Blueberry|-1:-3:0:Blueberry|1:0:0:Chocolate|1:-1:0:Chocolate|2:-2:0:Chocolate|1:-2:0:Strawberry|0:-4:0:Strawberry|,-4:3:0|-3:3:0|-2:3:0|-1:3:0|0:3:0|1:3:0|2:3:0|3:3:0|,
4018,-2:0:0:DonutBag|-2:-1:0:DonutBag|1:0:0:DonutBag|1:-1:0:DonutBag|-2:1:0:Lavender|-3:0:0:Lavender|-1:0:0:Lavender|0:0:0:Strawberry|1:1:0:Strawberry|2:0:0:Strawberry|-3:-3:0:Cheese|-2:-4:0:Cheese|-1:-4:0:Cheese|0:-4:0:Blueberry|1:-4:0:Blueberry|2:-4:0:Chocolate|2:-3:0:Blueberry|-3:-4:0:Chocolate|-2:-3:0:Chocolate|1:-3:0:Chocolate|-3:-1:0:Strawberry|-2:-2:0:Strawberry|-1:-1:0:Strawberry|0:-1:0:Lavender|1:-2:0:Lavender|2:-1:0:Lavender|0:-3:0:Strawberry|-1:-3:0:Lavender|-1:-2:0:Cheese|0:-2:0:Blueberry|2:2:0:Lavender|3:2:0:Lavender|3:1:0:Lavender|-4:-4:0:Lavender|-4:-5:0:Lavender|-3:-5:0:Lavender|-4:2:0:Strawberry|-3:2:0:Strawberry|-4:1:0:Strawberry|2:-5:0:Strawberry|3:-5:0:Strawberry|3:-4:0:Strawberry|-4:0:0:Chocolate|-3:1:0:Chocolate|-2:2:0:Chocolate|1:2:0:Cheese|2:1:0:Cheese|3:0:0:Cheese|-4:-2:0:Chocolate|-3:-2:0:Chocolate|2:-2:0:Chocolate|3:-2:0:Chocolate|-1:2:0:Blueberry|0:2:0:Blueberry|-4:-1:0:Blueberry|-4:-3:0:Blueberry|-1:-5:0:Chocolate|0:-5:0:Chocolate|3:-3:0:Blueberry|3:-1:0:Blueberry|-2:-5:0:Blueberry|1:-5:0:Blueberry|-1:1:0:Cheese|0:1:0:Cheese|,-4:3:0|-3:3:0|-2:3:0|-1:3:0|0:3:0|1:3:0|2:3:0|3:3:0|,
4019,-2:0:0:DonutBag|-2:-1:0:DonutBag|1:0:0:DonutBag|1:-1:0:DonutBag|-3:2:0:Lavender|-4:1:0:Lavender|-4:-5:0:Lavender|-3:-4:0:Lavender|-2:-3:0:Lavender|-1:-2:0:Lavender|0:-1:0:Lavender|-1:-1:0:Chocolate|0:-2:0:Chocolate|1:-3:0:Chocolate|2:-4:0:Chocolate|3:-5:0:Chocolate|-4:2:0:Blueberry|-3:1:0:Blueberry|2:1:0:Blueberry|3:2:0:Blueberry|-4:-1:0:Cheese|-3:0:0:Cheese|-2:1:0:Cheese|-1:2:0:Cheese|0:2:0:Cheese|1:1:0:Cheese|2:0:0:Cheese|3:-1:0:Cheese|2:-2:0:Cheese|-3:-2:0:Cheese|-2:-2:0:Cheese|1:-2:0:Cheese|-1:-3:0:Strawberry|-2:-4:0:Strawberry|-3:-5:0:Strawberry|0:-3:0:Strawberry|1:-4:0:Strawberry|2:-5:0:Strawberry|3:1:0:Strawberry|3:0:0:Strawberry|1:2:0:Strawberry|2:2:0:Strawberry|-2:2:0:Strawberry|-4:0:0:Strawberry|-2:-5:0:Cheese|-1:-4:0:Cheese|0:-4:0:Cheese|1:-5:0:Cheese|-1:-5:0:Blueberry|0:-5:0:Blueberry|-4:-2:0:Blueberry|-3:-3:0:Blueberry|-4:-4:0:Blueberry|2:-3:0:Blueberry|3:-2:0:Blueberry|3:-4:0:Blueberry|2:-1:0:Blueberry|0:0:0:Blueberry|-1:1:0:Blueberry|-3:-1:0:Blueberry|0:1:0:Chocolate|-1:0:0:Chocolate|-4:-3:0:Chocolate|3:-3:0:Chocolate|,-4:3:0|-3:3:0|-2:3:0|-1:3:0|0:3:0|1:3:0|2:3:0|3:3:0|,
4020,-2:0:0:DonutBag|-2:-1:0:DonutBag|1:0:0:DonutBag|1:-1:0:DonutBag|-4:-1:0:Blueberry|-3:-1:0:Blueberry|-1:-1:0:Blueberry|0:0:0:Blueberry|2:0:0:Blueberry|3:0:0:Blueberry|-4:0:0:Chocolate|-3:0:0:Chocolate|-1:0:0:Chocolate|0:-1:0:Chocolate|2:-1:0:Chocolate|3:-1:0:Chocolate|-3:1:0:Cheese|-2:2:0:Cheese|-1:1:0:Cheese|1:1:0:Strawberry|0:1:0:Cheese|1:2:0:Cheese|2:1:0:Cheese|-2:1:0:Strawberry|-1:2:0:Strawberry|0:2:0:Strawberry|-4:2:0:Strawberry|-3:2:0:Strawberry|2:2:0:Strawberry|3:2:0:Strawberry|3:1:0:Strawberry|-4:1:0:Strawberry|-3:-2:0:Cheese|-1:-3:0:Cheese|0:-3:0:Cheese|2:-4:0:Cheese|-2:-5:0:Cheese|-4:-5:0:Blueberry|-3:-5:0:Blueberry|-3:-3:0:Chocolate|1:-4:0:Blueberry|0:-2:0:Blueberry|3:-3:0:Blueberry|3:-5:0:Blueberry|-1:-2:0:Strawberry|-3:-4:0:Strawberry|-1:-4:0:Strawberry|0:-5:0:Strawberry|1:-5:0:Strawberry|-4:-2:0:Lavender|-2:-3:0:Lavender|-2:-4:0:Lavender|2:-3:0:Lavender|2:-2:0:Lavender|3:-4:0:Lavender|2:-5:0:Lavender|0:-4:0:Lavender|-2:-2:0:Chocolate|-4:-3:0:Chocolate|-4:-4:0:Chocolate|-1:-5:0:Chocolate|1:-3:0:Chocolate|1:-2:0:Chocolate|3:-2:0:Chocolate|,-4:3:0|-3:3:0|-2:3:0|-1:3:0|0:3:0|1:3:0|2:3:0|3:3:0|,
4021,-1:2:0:Syrup|0:2:0:Syrup|-1:-5:0:DonutBag|0:-5:0:DonutBag|-3:2:0:Lavender|-4:2:0:Lavender|-4:1:0:Lavender|2:2:0:Lavender|3:2:0:Lavender|3:1:0:Lavender|2:-3:0:Lavender|1:-4:0:Lavender|-4:-3:0:Chocolate|-4:-2:0:Lavender|-3:-3:0:Lavender|-2:-4:0:Lavender|-4:-4:0:Chocolate|-2:-5:0:Chocolate|-4:-5:0:Strawberry|-3:-5:0:Strawberry|-3:-4:0:Strawberry|-3:-2:0:Lavender|-2:-1:0:Lavender|-2:0:0:Lavender|1:0:0:Lavender|1:-1:0:Lavender|2:-5:0:Chocolate|3:-5:0:Chocolate|3:-4:0:Chocolate|0:-2:0:Chocolate|1:-2:0:Chocolate|1:-3:0:Chocolate|-2:2:0:Chocolate|-2:1:0:Chocolate|-3:0:0:Chocolate|-3:1:0:Cheese|-4:0:0:Cheese|-4:-1:0:Cheese|1:2:0:Cheese|-1:1:0:Cheese|-1:0:0:Cheese|0:0:0:Cheese|0:-1:0:Cheese|3:-1:0:Cheese|2:-1:0:Cheese|2:-2:0:Cheese|3:-3:0:Cheese|2:-4:0:Cheese|1:-5:0:Cheese|2:1:0:Blueberry|2:0:0:Blueberry|3:-2:0:Blueberry|3:0:0:Strawberry|1:1:0:Strawberry|0:1:0:Strawberry|-3:-1:0:Blueberry|-2:-2:0:Blueberry|-1:-3:0:Blueberry|0:-3:0:Blueberry|-1:-4:0:Strawberry|0:-4:0:Strawberry|-2:-3:0:Cheese|-1:-2:0:Cheese|-1:-1:0:Blueberry|,-4:3:0|-3:3:0|-2:3:0|-1:3:0|0:3:0|1:3:0|2:3:0|3:3:0|,
4022,-1:2:0:Syrup|0:2:0:Syrup|-1:-5:0:Syrup|0:-5:0:Syrup|-2:-5:0:Chocolate|-1:-4:0:Chocolate|0:-4:0:Chocolate|1:-5:0:Chocolate|-2:2:0:Chocolate|-1:1:0:Chocolate|0:1:0:Chocolate|1:2:0:Chocolate|-3:2:0:Strawberry|-4:1:0:Strawberry|-4:0:0:Chocolate|-3:0:0:Strawberry|-4:-1:0:Strawberry|-4:-2:0:Strawberry|-3:-3:0:Strawberry|-4:-4:0:Strawberry|-3:-5:0:Strawberry|2:-5:0:Strawberry|3:-4:0:Strawberry|2:-3:0:Strawberry|3:-2:0:Strawberry|3:-1:0:Strawberry|2:0:0:Strawberry|3:1:0:Strawberry|2:2:0:Strawberry|3:2:0:Lavender|2:1:0:Lavender|1:0:0:Lavender|0:-1:0:Lavender|-1:-2:0:Lavender|-2:-3:0:Lavender|-3:-4:0:Lavender|-4:-5:0:Lavender|-4:2:0:Blueberry|-3:1:0:Blueberry|-2:0:0:Blueberry|-1:-1:0:Blueberry|0:-2:0:Blueberry|1:-3:0:Blueberry|2:-4:0:Blueberry|3:-5:0:Blueberry|-2:1:0:Cheese|-1:0:0:Cheese|0:0:0:Cheese|1:1:0:Cheese|-1:-3:0:Cheese|0:-3:0:Cheese|-2:-4:0:Cheese|1:-4:0:Cheese|-3:-1:0:Cheese|-3:-2:0:Cheese|2:-1:0:Cheese|2:-2:0:Cheese|-4:-3:0:Chocolate|3:-3:0:Chocolate|3:0:0:Chocolate|1:-1:0:Chocolate|1:-2:0:Chocolate|-2:-1:0:Chocolate|-2:-2:0:Chocolate|,-4:3:0|-3:3:0|-2:3:0|-1:3:0|0:3:0|1:3:0|2:3:0|3:3:0|,
4023,0:2:0:Syrup|-1:-5:0:Syrup|-1:2:0:DonutBag|0:-5:0:DonutBag|3:2:0:Lavender|3:-1:0:Lavender|2:0:0:Lavender|2:-3:0:Lavender|-1:-3:0:Lavender|-4:-3:0:Lavender|-3:-2:0:Lavender|-4:-1:0:Lavender|-2:0:0:Lavender|-3:2:0:Chocolate|-2:2:0:Chocolate|-1:1:0:Chocolate|2:2:0:Chocolate|-2:-1:0:Chocolate|-2:-2:0:Chocolate|0:-4:0:Chocolate|1:-4:0:Chocolate|1:-5:0:Chocolate|2:-5:0:Chocolate|-4:0:0:Blueberry|-3:1:0:Blueberry|0:1:0:Blueberry|1:0:0:Blueberry|2:1:0:Blueberry|2:-2:0:Chocolate|1:-3:0:Cheese|0:-3:0:Blueberry|1:-2:0:Blueberry|3:-2:0:Cheese|3:-3:0:Blueberry|3:-5:0:Blueberry|3:-4:0:Cheese|2:-4:0:Strawberry|-4:-4:0:Strawberry|-4:-5:0:Cheese|-3:-5:0:Cheese|-2:-5:0:Strawberry|-1:-4:0:Strawberry|-3:-4:0:Blueberry|-2:-4:0:Blueberry|-2:-3:0:Blueberry|-4:2:0:Cheese|-4:1:0:Cheese|-3:0:0:Cheese|-1:-1:0:Cheese|0:-1:0:Cheese|-1:-2:0:Strawberry|0:-2:0:Strawberry|-4:-2:0:Strawberry|-3:-1:0:Strawberry|-2:1:0:Strawberry|-1:0:0:Strawberry|0:0:0:Strawberry|1:2:0:Strawberry|3:1:0:Strawberry|3:0:0:Strawberry|2:-1:0:Strawberry|1:-1:0:Strawberry|1:1:0:Cheese|-3:-3:0:Cheese|,-4:3:0|-3:3:0|-2:3:0|-1:3:0|0:3:0|1:3:0|2:3:0|3:3:0|,
4024,-1:-3:0:Syrup|-1:-4:0:Syrup|-1:-5:0:Syrup|0:-3:0:Syrup|0:-4:0:Syrup|0:-5:0:Syrup|-4:2:0:Lavender|-3:1:0:Lavender|-2:0:0:Lavender|-1:-1:0:Lavender|0:-2:0:Chocolate|1:-3:0:Chocolate|2:-4:0:Lavender|3:-5:0:Strawberry|0:-1:0:Lavender|1:0:0:Lavender|2:1:0:Lavender|3:2:0:Lavender|-1:-2:0:Chocolate|-2:-3:0:Chocolate|2:-3:0:Lavender|1:-5:0:Chocolate|-2:-5:0:Chocolate|-2:-4:0:Strawberry|-3:-5:0:Strawberry|-4:-5:0:Strawberry|1:-4:0:Strawberry|2:-5:0:Strawberry|-3:-3:0:Lavender|-3:-4:0:Lavender|-4:-4:0:Lavender|3:-4:0:Lavender|-4:-3:0:Blueberry|-3:-2:0:Blueberry|-2:-1:0:Blueberry|-1:0:0:Blueberry|0:1:0:Blueberry|1:2:0:Blueberry|-2:2:0:Cheese|-1:1:0:Cheese|0:0:0:Cheese|1:-1:0:Cheese|2:-2:0:Cheese|3:-3:0:Cheese|-1:2:0:Strawberry|0:2:0:Strawberry|1:1:0:Strawberry|2:0:0:Strawberry|3:-1:0:Chocolate|3:0:0:Strawberry|2:-1:0:Chocolate|3:-2:0:Chocolate|-2:1:0:Strawberry|-3:0:0:Strawberry|-4:-1:0:Chocolate|-4:0:0:Strawberry|-4:1:0:Chocolate|-4:-2:0:Chocolate|-3:-1:0:Chocolate|-2:-2:0:Strawberry|1:-2:0:Strawberry|-3:2:0:Chocolate|2:2:0:Chocolate|3:1:0:Chocolate|,-4:3:0|-3:3:0|-2:3:0|-1:3:0|0:3:0|1:3:0|2:3:0|3:3:0|,
